facility,nodePAL,quantity
5199178045,5199178045,6259.0
5199178045,314915243,1117.0
5199178045,5199178166,350.0
5199178045,314915281,1273.0
5199178045,314915283,363.0
5199178045,4987406880,2351.0
5199178045,4987406881,206.0
5199178045,8525519398,139.0
5199178045,8525519401,86.0
5199178045,3273863769,2779.0
5199178045,3274015327,4370.0
5199178045,3274015330,10958.0
5199178045,3273863780,835.0
5199178045,3274015335,1681.0
5199178045,3274015334,2963.0
5199178045,391436998,4762.0
5199178045,5191989960,8736.0
5199178045,5201263353,554.0
5199178045,5201263374,2617.0
5199178045,5981489976,2775.0
5199178045,3274023763,6174.0
5199178045,3273864062,866.0
5199178045,312771482,9780.0
5199178045,8529994702,11719.0
5199178045,8529738705,2582.0
5199178045,5981492190,1607.0
5199178045,3274021856,3677.0
5199178045,4987413581,1574.0
5199178045,3273874513,16324.0
5199178045,3273874514,4080.0
5199178045,4987413600,52.0
5199178045,4987413604,395.0
5199178045,4987450581,1778.0
5199178045,4987450584,4515.0
5199178045,3274005761,95.0
5199178045,3274011995,1118.0
5199178045,4987413990,3061.0
5199178045,3274012164,2913.0
5199178045,8529770029,5139.0
5199178045,8532291217,10077.0
5199178045,8532291222,483.0
9861267776,6200860700,248.0
9861267776,5967667242,3946.0
9861267776,1154056237,1963.0
9861267776,1918050389,7257.0
9861267776,1918050446,4768.0
9861267776,4941035705,299.0
9861267776,9861267756,152.0
9861267776,9861267757,54.0
9861267776,1154056495,10061.0
9861267776,6324070716,3644.0
9861267776,1682508179,118.0
9861267776,1682508182,1617.0
9861267776,1154056603,290.0
9861267776,1154056641,11211.0
9861267776,5412657601,4849.0
9861267776,9846903296,40018.0
9861267776,1154056710,189.0
9861267776,9846903305,3717.0
9861267776,9846903310,485.0
9861267776,5105504899,6643.0
9861267776,5105504901,2201.0
9861267776,5105504902,10636.0
9861267776,5105504900,970.0
9861267776,5105515182,1633.0
9861267776,1154061046,846.0
9861267776,1154061069,1448.0
9861267776,1154061078,498.0
9861267776,1154061094,177.0
9861267776,1154061099,7808.0
9861267776,1472607103,45.0
9861267776,5037253516,5950.0
9861267776,5037253526,1588.0
9861267776,9861104589,1904.0
9861267776,6201814262,983.0
9861267776,1154063617,966.0
9861267776,9860838720,3951.0
9861267776,2416334263,2290.0
9861267776,1154018920,256.0
9861267776,9394710125,421.0
9861267776,9394710133,2198.0
9861267776,1154018933,5859.0
9861267776,9394710156,266.0
9861267776,8608480932,1626.0
9861267776,4936312506,2118.0
9861267776,4936312513,62.0
9861267776,4936312514,255.0
9861267776,1154019079,741.0
9861267776,1154019087,492.0
9861267776,9861109636,10711.0
3864240480,9242107908,2364.0
3864240480,3864240480,877.0
3864240480,6363150958,1599.0
3864240480,4475849343,1379.0
3864240480,3042695850,1678.0
3864240480,3110484681,2816.0
3864240480,1043858177,427.0
3864240480,3110484843,5884.0
3864240480,3110484844,760.0
3864240480,3110484894,7666.0
3864240480,3110484902,2778.0
3864240480,1043858379,9752.0
3864240480,7230940110,2957.0
3864240480,964977642,195.0
3864240480,5605571665,6864.0
3864240480,5605571668,523.0
3864240480,9114737769,700.0
3864240480,9239129278,1613.0
3864240480,9114719456,141.0
3864240480,9114719461,2318.0
3864240480,951242167,18742.0
3864240480,9239158221,77.0
3864240480,9239158226,2164.0
3864240480,9239158227,6945.0
3864240480,5201659387,1608.0
3864240480,5201659390,6774.0
3864240480,3110489715,23530.0
3864240480,3110489717,4295.0
3864240480,8529159802,7267.0
3864240480,8529159804,476.0
3864240480,8529159805,254.0
3864240480,5201659529,1788.0
3864240480,5605564053,8734.0
3864240480,9238347467,21039.0
3864240480,3110485735,6700.0
5294901777,6625503268,8811.0
5294901777,3913740443,6758.0
5294901777,3916880029,1490.0
5294901777,1918050461,1595.0
5294901777,1918050494,18989.0
5294901777,5559720207,3273.0
5294901777,3913740573,1016.0
5294901777,3913740618,136.0
5294901777,5294901777,1033.0
5294901777,5294901782,1285.0
5294901777,3916862152,10158.0
5294901777,4392116931,4351.0
5294901777,6111884143,9898.0
5294901777,9721181303,20055.0
5294901777,9721181304,6954.0
5294901777,5294877879,5545.0
5294901777,4374768926,6239.0
5294901777,9860738426,9909.0
5294901777,9860738444,2420.0
5294901777,3913731484,984.0
5294901777,7942874648,1257.0
5294901777,7942874647,3309.0
5294901777,7942874650,1264.0
5294901777,7942874657,180.0
5294901777,4392109725,2977.0
5294901777,9730324129,1412.0
5294901777,4392109769,519.0
5294901777,6137304794,1436.0
5294901777,7942893285,20751.0
5294901777,1915762472,6501.0
5294901777,6625503231,9923.0
3336399439,9854314517,461.0
3336399439,6224013381,1933.0
3336399439,4942821474,952.0
3336399439,975894815,8508.0
3336399439,6224013628,403.0
3336399439,6224013629,658.0
3336399439,9872738629,5857.0
3336399439,6224013643,521.0
3336399439,9321056608,1686.0
3336399439,3335373161,2872.0
3336399439,3335373356,10780.0
3336399439,3336399444,21674.0
3336399439,6201238149,1840.0
3336399439,3335375594,348.0
3336399439,3335375598,982.0
3336399439,9854298889,1196.0
3336399439,9321067326,1046.0
3336399439,9321067327,4691.0
3336399439,3335371938,149.0
3336399439,9854469338,4543.0
3336399439,9321065707,177.0
3336399439,6201038131,754.0
3336399439,9854494132,1040.0
3336399439,9854494158,167.0
3336399439,9854494185,280.0
3336399439,9854494186,701.0
3336399439,9854494190,432.0
3336399439,391024295,8724.0
3336399439,9872494255,838.0
3336399439,9854480303,42286.0
3336399439,9854480314,25503.0
3336399439,10283988989,18426.0
6233141967,9871218742,1996.0
6233141967,6172553278,582.0
6233141967,4263192698,719.0
6233141967,6223945889,21650.0
6233141967,6223945941,2606.0
6233141967,2609938679,248.0
6233141967,4270170373,6334.0
6233141967,2609938728,803.0
6233141967,6223946100,4875.0
6233141967,4939149713,45.0
6233141967,6223946134,6190.0
6233141967,9856381397,1621.0
6233141967,6231259696,181.0
6233141967,6231259703,2717.0
6233141967,2360764990,9565.0
6233141967,2360722019,907.0
6233141967,6223872613,1366.0
6233141967,6223872612,920.0
6233141967,2360722031,158.0
6233141967,9851859597,705.0
6233141967,6233141967,226.0
6233141967,2360765298,197.0
6233141967,9883417480,6792.0
6233141967,7221265346,1620.0
6233141967,9872475182,4049.0
6233141967,4939138276,332.0
6233141967,4939138292,7410.0
6233141967,312587633,909.0
6233141967,2360733101,2582.0
6233141967,6223945351,3289.0
6233141967,6223945382,919.0
6233141967,9872494249,2329.0
6233141967,9869205193,5486.0
6233141967,9869205194,15108.0
6233141967,391001873,238.0
6233141967,391024404,6054.0
6233141967,6233122658,898.0
6233141967,6233143179,46271.0
6233141967,185483242,1531.0
2708093664,5180532787,2914.0
2708093664,5184872528,11562.0
2708093664,5033032064,5918.0
2708093664,1836126775,3376.0
2708093664,2708093664,10297.0
2708093664,2708093693,1448.0
2708093664,9188115220,8144.0
2708093664,8758948720,2643.0
2708093664,5179249637,15920.0
2708093664,3329379330,5006.0
2708093664,3329379336,36476.0
2708093664,6735328361,2503.0
2708093664,3329377553,9556.0
2708093664,2708192541,1450.0
2708093664,1858190800,21779.0
2708093664,1858190836,31436.0
3279917829,1197285416,45233.0
3279917829,5976240254,3953.0
3279917829,3066065034,85.0
3279917829,663085382,136.0
3279917829,8725465557,264.0
3279917829,739136000,50.0
3279917829,3281023693,2887.0
3279917829,3279917893,3776.0
3279917829,3066063742,209.0
3279917829,867658653,629.0
3279917829,3281025956,2536.0
3279917829,8723053591,27937.0
3279917829,867658798,10268.0
3279917829,3279854679,413.0
3279917829,8729265355,11281.0
3279917829,1718654239,20614.0
3279917829,486817063,1063.0
3279917829,8722970030,1210.0
3279917829,8722970044,252.0
3279917829,3940029922,168.0
3279917829,3279863314,47.0
3279917829,1323144880,1410.0
3279917829,3940030173,5285.0
3279917829,5033334535,8912.0
3279917829,5033334567,14186.0
3279917829,5033334609,253.0
3279917829,10268729197,2565.0
3279917829,3066048456,1046.0
3279917829,5973237709,98.0
3279917829,1197285335,3662.0
1097712424,1361248299,4272.0
1097712424,1361248317,1956.0
1097712424,9190977674,5820.0
1097712424,9194434705,2234.0
1097712424,1862641901,20478.0
1097712424,5179402478,4693.0
1097712424,5179402477,2758.0
1097712424,5179289897,8566.0
1097712424,5179289918,157.0
1097712424,5184903544,308.0
1097712424,5184627337,1205.0
1097712424,5184627371,483.0
1097712424,2698478342,513.0
1097712424,2698478345,335.0
1097712424,5177371473,1542.0
1097712424,1862638434,12607.0
1097712424,4374901686,731.0
1097712424,4374901693,1638.0
1097712424,4987120590,8035.0
1097712424,4987120598,1723.0
1097712424,5179249637,5421.0
1097712424,5187843070,2600.0
1097712424,5187843089,22391.0
1097712424,7202038799,5095.0
1097712424,1862624319,2159.0
1097712424,4987120740,10772.0
1097712424,5187839105,1067.0
1097712424,5187839114,396.0
1097712424,1836084669,423.0
1097712424,1836084664,6044.0
1097712424,1623397826,72.0
1097712424,1836084703,4185.0
1097712424,5187663357,2088.0
1097712424,2698479117,2937.0
1097712424,2540881432,1676.0
1097712424,1836084806,17963.0
1097712424,1623398052,49.0
1097712424,1623398086,2737.0
1097712424,1088171931,2299.0
6600268624,4936304728,1509.0
6600268624,3929178199,748.0
6600268624,4840142960,181.0
6600268624,3929178257,564.0
6600268624,1918044336,285.0
6600268624,5294864577,2745.0
6600268624,6423468300,730.0
6600268624,6423468302,1857.0
6600268624,9720942867,1950.0
6600268624,1154060648,1760.0
6600268624,1154060652,656.0
6600268624,1154060661,1205.0
6600268624,10283956695,188.0
6600268624,3929315805,336.0
6600268624,3929315827,144.0
6600268624,7942894109,742.0
6600268624,7942894136,991.0
6600268624,7942894137,459.0
6600268624,5967733327,10513.0
6600268624,6600731237,196.0
6600268624,5105504899,260.0
6600268624,1915824792,75.0
6600268624,9721344665,264.0
6600268624,1915824829,383.0
6600268624,4753750764,4401.0
6600268624,9730310938,6543.0
6600268624,1331954459,2759.0
6600268624,9730310940,13812.0
6600268624,1331954462,38035.0
6600268624,1331954465,3244.0
6600268624,5761143650,196.0
6600268624,5761143653,102.0
6600268624,9730282427,2765.0
6600268624,9730282429,601.0
6600268624,6600319977,578.0
6600268624,6600319984,527.0
6600268624,3929201659,2394.0
6600268624,4031908860,129.0
6600268624,3929201661,1599.0
6600268624,4936303657,207.0
6600268624,4936303658,709.0
6600268624,4936303669,304.0
6600268624,5294877764,222.0
6600268624,6600684617,155.0
6600268624,4936303717,2321.0
6600268624,6018915597,630.0
6600268624,3929165080,3245.0
6600268624,3929165087,308.0
6600268624,9721339194,188.0
6600268624,3929165138,202.0
6600268624,9721558369,507.0
6600268624,9721558379,455.0
6600268624,5294927247,732.0
6600268624,3929210346,103.0
6600268624,6600359405,2787.0
6600268624,3425703461,15775.0
6600268624,5359650468,319.0
6600268624,4936312502,2042.0
6600268624,4936302263,173.0
6600268624,4936302324,67.0
6600268624,3929198338,974.0
6600268624,3929198350,225.0
6600268624,3929214757,4842.0
6600268624,9730236198,261.0
6600268624,5059348262,3176.0
6600268624,9730236197,787.0
6600268624,4936302383,1037.0
6600268624,3929214768,1493.0
6600268624,7942893390,3394.0
6600268624,3929177952,803.0
6600268624,4097886052,3573.0
6600268624,5760593791,3296.0
6600268624,5760593793,165.0
6600268624,5105497986,367.0
6600268624,3929196439,1090.0
6600268624,9721630684,2653.0
6600268624,6018914284,132.0
6600268624,6600679405,410.0
6600268624,3929198578,3873.0
6208897903,5060446209,6997.0
6208897903,5060446212,61.0
6208897903,5060446225,1080.0
6208897903,278413343,11336.0
6208897903,5060446246,271.0
6208897903,5060446251,228.0
6208897903,5060446285,247.0
6208897903,5060446290,521.0
6208897903,5060446295,7882.0
6208897903,5060446297,1532.0
6208897903,9321013413,1501.0
6208897903,9321056525,292.0
6208897903,9321056597,839.0
6208897903,6202153326,2440.0
6208897903,6202153376,281.0
6208897903,9860704959,6196.0
6208897903,9860627156,8124.0
6208897903,9860455154,3176.0
6208897903,9872801546,2821.0
6208897903,6208897843,1002.0
6208897903,6208897878,858.0
6208897903,6208897887,905.0
6208897903,6208897904,2075.0
6208897903,6208897903,925.0
6208897903,9861063550,9329.0
6208897903,9860658088,9943.0
6208897903,6208897963,466.0
6208897903,6208897964,936.0
6208897903,9861063603,860.0
6208897903,9861063604,836.0
6208897903,6238450623,534.0
6208897903,9861063641,4526.0
6208897903,9861063642,11730.0
6208897903,9861063670,133.0
6208897903,6202149880,870.0
6208897903,9861063692,9460.0
6208897903,9861063696,998.0
6208897903,9861063728,326.0
6208897903,9861063752,2506.0
6208897903,9861063753,1009.0
6208897903,9861063768,1085.0
6208897903,9861063790,531.0
6208897903,9861063788,4791.0
6208897903,9861063783,2122.0
6208897903,9861063787,3861.0
6208897903,9861063833,85.0
6208897903,9861063832,991.0
6208897903,4548881570,1769.0
6208897903,9860883817,832.0
6208897903,6224021039,764.0
6208897903,9861047859,8788.0
6208897903,9861047916,4335.0
6208897903,9861047915,7153.0
6208897903,9860937403,8659.0
6208897903,9860937402,3145.0
6208897903,9860638425,492.0
6208897903,6224021237,717.0
6208897903,5060445979,2294.0
6208897903,5060446011,86.0
6208897903,5060446170,1741.0
6208897903,5060446189,135.0
185484163,9854480448,2303.0
185484163,9854480449,239.0
185484163,4942821464,628.0
185484163,4942821478,9531.0
185484163,2391054445,11850.0
185484163,5969612910,3647.0
185484163,313680214,8957.0
185484163,3335373189,2171.0
185484163,796260796,839.0
185484163,5412657601,4414.0
185484163,3932666359,3105.0
185484163,9854223219,214.0
185484163,9856406547,3765.0
185484163,9872475182,8335.0
185484163,9844466771,1020.0
185484163,3335371885,808.0
185484163,3335371895,873.0
185484163,3335371915,18221.0
185484163,9854469333,7149.0
185484163,6223807746,16356.0
185484163,7221360234,2565.0
185484163,9872494252,752.0
185484163,9872494253,1211.0
185484163,6223865667,55888.0
185484163,6339743559,3068.0
185484163,1618534250,122.0
185484163,9854480303,2397.0
8758531023,2708097087,6309.0
8758531023,4950356213,243.0
8758531023,8758604141,8707.0
8758531023,5266203160,1624.0
8758531023,5266203161,1235.0
8758531023,8758620754,2470.0
8758531023,8758620756,1570.0
8758531023,8758620762,5718.0
8758531023,3607642801,1187.0
8758531023,9188115220,3188.0
8758531023,1137992566,1948.0
8758531023,1137992595,5576.0
8758531023,8758905780,1062.0
8758531023,8758531025,351.0
8758531023,1940163614,2523.0
8758531023,8758531115,3117.0
8758531023,8758174776,14033.0
8758531023,2708130892,2555.0
8758531023,8758670458,4502.0
8758531023,8758670490,2778.0
8758531023,8758670492,4918.0
8758531023,5265136807,197.0
8758531023,8758670522,165.0
8758531023,8758670524,74.0
8758531023,2708145351,19198.0
8758531023,1126882504,9873.0
8758531023,5972663503,598.0
8758531023,5972663502,171.0
8758531023,5972663500,2913.0
8758531023,5972663521,237.0
8758531023,5972663576,155.0
8758531023,2708145449,153.0
8758531023,2708223296,10115.0
8758531023,2708122947,3323.0
8758531023,2766218584,715.0
8758531023,5972692355,2227.0
8758531023,2708223391,2368.0
8758531023,2708223432,977.0
8758531023,2708094543,13843.0
8758531023,5972680454,16529.0
8758531023,5972680466,8112.0
8758531023,5972633428,260.0
8758531023,5033164631,1392.0
8758531023,5033164672,49.0
8758531023,5972662166,1170.0
8526257166,8529666471,11009.0
8526257166,391440135,4958.0
8526257166,5405670014,13029.0
8526257166,1951074950,1280.0
8526257166,5191818063,3164.0
8526257166,1950954326,396.0
8526257166,1950954337,7618.0
8526257166,4987376491,245.0
8526257166,4987376510,4388.0
8526257166,1950954475,7629.0
8526257166,8526257166,67.0
8526257166,1951075343,2976.0
8526257166,8526257181,879.0
8526257166,1950954692,1501.0
8526257166,1951075531,3588.0
8526257166,1516190925,14173.0
8526257166,1951075554,3938.0
8526257166,4987350266,3508.0
8526257166,1951075591,3976.0
8526257166,1950954778,1226.0
8526257166,4987342454,2067.0
8526257166,4987342488,3802.0
8526257166,4987342499,2682.0
8526257166,391440044,2789.0
8526257166,391440063,8280.0
8526257166,1950955201,8923.0
8526257166,5039552242,1851.0
8526257166,391440122,2662.0
8526257166,4987399942,21150.0
8526257166,4987399943,541.0
8526257166,5078175494,1342.0
8526257166,1950955285,4610.0
8526257166,5078175510,2306.0
8526257166,5078175514,4370.0
8526257166,1950955300,2450.0
8526257166,1950955306,525.0
8526257166,4987397951,488.0
8526257166,1516189538,1878.0
8526257166,8526141319,2033.0
8526257166,1516189579,1103.0
8526257166,1516189646,5028.0
3677844578,9190977674,364.0
3677844578,7830499565,3425.0
3677844578,9191846130,176.0
3677844578,6090955140,8251.0
3677844578,5181079945,782.0
3677844578,9730408876,1646.0
3677844578,3892591046,2323.0
3677844578,3929354758,2072.0
3677844578,3929354764,1785.0
3677844578,3422282290,2816.0
3677844578,5189507636,163.0
3677844578,5189507645,146.0
3677844578,2698480258,909.0
3677844578,2698480260,182.0
3677844578,10263401097,240.0
3677844578,10263401103,789.0
3677844578,3927902965,7690.0
3677844578,3927902968,138.0
3677844578,3927903015,562.0
3677844578,5105488734,8001.0
3677844578,3929389955,665.0
3677844578,3929164726,2914.0
3677844578,6111882197,1337.0
3677844578,4374901741,529.0
3677844578,3927925784,3565.0
3677844578,1918047315,2043.0
3677844578,3929390258,3596.0
3677844578,9721339194,168.0
3677844578,3927942465,16903.0
3677844578,3927934306,1359.0
3677844578,5182324087,255.0
3677844578,5182324088,2216.0
3677844578,185486716,1630.0
3677844578,6111882619,720.0
3677844578,185486732,765.0
3677844578,2698479082,902.0
3677844578,5037379056,612.0
3677844578,5037379058,2044.0
3677844578,5037379069,2138.0
3677844578,5189504535,1075.0
3677844578,3677926980,510.0
3677844578,5181107791,2553.0
3677844578,5105464912,2421.0
3677844578,5177368144,130.0
3677844578,5181107812,396.0
3677844578,5181107811,499.0
3677844578,3927891126,473.0
3677844578,10609358547,2148.0
3677844578,5189502678,216.0
3677844578,10609358551,4330.0
3677844578,5037379296,538.0
3677844578,5189502693,70.0
3677844578,5037379305,67.0
3677844578,5037379299,1286.0
3677844578,10609358567,67.0
3677844578,5037379314,5247.0
3677844578,5189502719,1228.0
3677844578,4840240899,457.0
3677844578,4840240905,2438.0
3677844578,4840240907,1039.0
3677844578,1144004405,670.0
3677844578,5181075254,5994.0
3677844578,5181075285,4075.0
3677844578,5182345052,223.0
3677844578,5182345057,7424.0
3677844578,1144004450,5780.0
3677844578,5182345064,94.0
3677844578,3929098129,212.0
3677844578,3929450416,687.0
3677844578,3425410996,4939.0
3677844578,3425411011,1458.0
3677844578,3927848935,2086.0
3677844578,3927848938,922.0
3677844578,3422287855,167.0
3677844578,3927848944,1931.0
3677844578,4097886197,976.0
3677844578,3929108471,18781.0
9883610442,6231144587,2008.0
9883610442,6231144589,2618.0
9883610442,9883599014,15424.0
9883610442,6236105109,10087.0
9883610442,9883460037,900.0
9883610442,6231153417,7284.0
9883610442,312571895,274.0
9883610442,6231208894,1612.0
9883610442,312708248,2613.0
9883610442,312708259,3246.0
9883610442,8529704141,2014.0
9883610442,6229546205,3317.0
9883610442,6229546218,2056.0
9883610442,9883610442,38022.0
9883610442,9872981431,785.0
9883610442,2360831486,380.0
9883610442,6231215970,979.0
9883610442,312571778,38642.0
9883610442,6231216025,4589.0
9883610442,312571872,447.0
1835726430,1135192067,43.0
1835726430,1135192078,31559.0
1835726430,5266042933,15878.0
1835726430,5266042948,117.0
1835726430,5031327925,782.0
1835726430,5266057504,12609.0
1835726430,5324917038,262.0
1835726430,5324917044,3268.0
1835726430,8746594750,27179.0
1835726430,2766193141,4781.0
1835726430,5031326487,1355.0
1835726430,1618959403,2087.0
1835726430,1836035234,637.0
1835726430,1836035276,5539.0
1835726430,1084589281,30401.0
1835726430,2757002753,1123.0
1835726430,5324903944,439.0
1835726430,5324903954,367.0
1835726430,5324903974,17278.0
1835726430,5324903978,454.0
1835726430,9113943653,3290.0
1835726430,1835726570,1284.0
1835726430,8759007164,331.0
1835726430,4375873503,178.0
1835726430,4375873506,1348.0
5602936428,6326138909,1269.0
5602936428,6326138922,18256.0
5602936428,5602967682,847.0
5602936428,5105596594,1687.0
5602936428,6242072841,7995.0
5602936428,6242072852,5527.0
5602936428,6242072861,2874.0
5602936428,6242072862,6362.0
5602936428,3864240457,1854.0
5602936428,9238974924,328.0
5602936428,9238974926,1946.0
5602936428,9238974932,1769.0
5602936428,9238974940,1060.0
5602936428,3934290448,799.0
5602936428,9239042636,8944.0
5602936428,9239042652,1676.0
5602936428,3934339708,325.0
5602936428,6242073220,345.0
5602936428,3110484638,622.0
5602936428,9242129181,161.0
5602936428,2526084044,710.0
5602936428,2526084086,498.0
5602936428,4524184606,1542.0
5602936428,4474336439,4326.0
5602936428,3934342414,5974.0
5602936428,5605573938,6120.0
5602936428,5605573950,6122.0
5602936428,5605573969,5942.0
5602936428,6321012154,191.0
5602936428,9238316483,377.0
5602936428,9238316496,5137.0
5602936428,5605082613,1710.0
5602936428,5605082659,4022.0
5602936428,792254021,4305.0
5602936428,3868397141,439.0
5602936428,5602936428,97.0
5602936428,8529159787,5645.0
5602936428,5602936496,719.0
5602936428,5602936495,667.0
5602936428,9114775222,4037.0
5602936428,5605564086,2165.0
5602936428,5602936517,336.0
5602936428,792254165,527.0
5602936428,5602936590,998.0
5602936428,5602936608,5743.0
5602936428,5602957141,3842.0
5602936428,5602957142,1081.0
5602936428,5602957161,2653.0
5602936428,9238284151,888.0
5602936428,5602957191,6407.0
5602936428,5602957200,357.0
5602936428,5201653691,998.0
5602936428,1383274435,2463.0
5325000430,2766211213,6904.0
5325000430,2766211231,277.0
5325000430,1836892392,22146.0
5325000430,1836892428,1306.0
5325000430,5324917055,2670.0
5325000430,8753480049,18513.0
5325000430,3875326335,4343.0
5325000430,5325031810,443.0
5325000430,5266203170,1309.0
5325000430,5325023912,185.0
5325000430,5325023916,7243.0
5325000430,4950266558,6521.0
5325000430,4950266561,5367.0
5325000430,2756930266,4577.0
5325000430,2756930348,2211.0
5325000430,3610149725,1270.0
5325000430,3610149776,2287.0
5325000430,3888168022,289.0
5325000430,1084589231,3120.0
5325000430,1084589281,3152.0
5325000430,2708223249,8907.0
5325000430,5972895099,1061.0
5325000430,9113943659,2990.0
5325000430,5324994270,334.0
5325000430,5325000435,279.0
5325000430,5325018989,42813.0
5325000430,5325018990,13076.0
5325000430,2757130123,835.0
5325000430,2756945870,6000.0
1684147982,9860409364,70.0
1684147982,278413352,564.0
1684147982,9858699428,3019.0
1684147982,9858699429,134.0
1684147982,1682508120,4076.0
1684147982,9860744474,9497.0
1684147982,9859123657,285.0
1684147982,9859123656,596.0
1684147982,1683565046,3890.0
1684147982,1683565050,2589.0
1684147982,1683565056,212.0
1684147982,1683565063,2010.0
1684147982,1683565062,165.0
1684147982,1683565099,205.0
1684147982,1841099305,1072.0
1684147982,1682508340,318.0
1684147982,1683565115,994.0
1684147982,1682508354,2582.0
1684147982,1682508364,413.0
1684147982,9860770441,15975.0
